Rendimento domiciliar per capita médio (SIS/IBGE)
Sigla;Código;Brasil;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;
BR;0;Brasil;1625,65697439868;1679,58352352111;1726,91773286819;1672,57544352847;1651,18607953843;1657,79548227537;1719,10986137616;1743,72985604223;1668,31882247596;1551,22363072108;1658,04644068703;1847,9015760107;2019,14327804445;
